_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
114594,NONE,NA,YES,NO,YES,NO,NO,10 indoor parking spots and 0 outdoor parking spots,4,26,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1952,HOT WATER,NO,YES,NO,NO,NO,NA,NA,NO,0,0,0,NA,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M8V,NA,YES,BERKLEY PORPERTY MANAGEMENT INC.,PRIVATE,WEST PROPERTY LINE,4155491,NO,YES,NO,2557  LAKE SHORE BLVD W,NO,NA,NA,NA,FREE,03,DOUBLE PANE,1952,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114595,NONE,NA,YES,YES,YES,NO,NO,0 indoor parking spots and 17 outdoor parking spots,4,30,NA,NA,NA,NA,NA,NA,NA,YES,Green Bin / Organics,YES,NO,SM AS ABOVE,REPLACED,1991,HOT WATER,NO,YES,NO,NO,YES,8AM-9PM,BSMT,YES,0,22,0,4,YES,YES,Surface Parking,M8V,NA,YES,KING GEORGE APTS.,PRIVATE,N/W CORNER OF BLDG.,4155503,NO,YES,NO,2515  LAKE SHORE BLVD W,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114596,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,21,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,SOUTH WEST,REPLACED,2007,HOT WATER,NO,YES,NO,NO,YES,8:00AM TO 9:00PM,BASEMENT,YES,0,16,0,4,NO,YES,Surface Parking,M8V,NO DOGS,NO,NA,PRIVATE,SOUTH WEST,4155504,NO,YES,NO,2507  LAKE SHORE BLVD W,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114597,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,30,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2002,FORCED AIR GAS,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,NO,0,20,0,4,YES,YES,Surface Parking,M8V,ALLERGY REACTIONS,YES,NA,PRIVATE,FRONT OF BUILDING ,4155509,NO,YES,NO,2704  LAKE SHORE BLVD W,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1960,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114598,NONE,NA,YES,YES,YES,YES,YES,Not Available,6,60,"JUL 30, 2013",NA,NA,NA,COMPLETE MOD,REPLACED,YES,YES,Green Bin / Organics,YES,YES,ON ROYALYORK ROAD,REPLACED,2004,HOT WATER,NO,YES,NO,YES,YES,8AM TO 10 PM,BASEMENT,YES,0,0,1,8,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M8V,NA,YES,NA,PRIVATE,ON ROYALYORK RD,4155513,NO,YES,NO,2  ROYAL YORK RD ,YES,YES,2000,YES,FREE,03,DOUBLE PANE,1957,2004,2017,NA,NA,NA,NA,NA,NA,NA,NA
114599,NONE,Child play area,YES,YES,YES,YES,YES,Not Available,15,124,"SEP 18, 2017",SLIDE & SWING,NA,NA,"MECHANICAL, CONTROLLERS, AND INTERIOR CAB",REPLACED,NO,NO,Green Bin / Organics,YES,YES,P1,REPLACED,2016,HOT WATER,YES,YES,NO,YES,YES,8A-10P M-F / NOON-4P S-S,BASEMENT,NO,0,1,2,14,NO,YES,"Underground Garage , Surface Parking",M3A,25 POUNDS OR LESS,YES,REALSTAR,PRIVATE,P1,4156399,NO,NO,NO,5  BROOKBANKS DR ,YES,YES,1966,YES,FREE,16,DOUBLE PANE,1968,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
114600,NONE,NA,YES,YES,YES,YES,YES,Not Available,12,141,"AUG 3, 2011",NA,NA,NA,FULL REPLACEMENT,REPLACED,YES,NO,Green Bin / Organics,YES,YES,INSIDE GARBAGE ENCLOSURE,REPLACED,2011,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,NO,0,1,2,14,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking , Parking Deck",M2R,NA,YES,H & R PROPERTY MANAGEMENT,SOCIAL HOUSING,INSIDE GARBAGE ENCLOSURE,4156414,NO,NO,NO,623  FINCH AVE W,YES,YES,1983,YES,FREE,06,DOUBLE PANE,1983,2006,2017,NA,NA,NA,NA,NA,NA,NA,NA
114601,NONE,NA,YES,NO,YES,YES,YES,Not Available,8,154,"DEC 1, 2016",NA,NA,NA,HOIST MACHINES CONTROLLERS CABLES WIRING DOOR OPERATORS COMPLETE MODERNIZATION,REPLACED,YES,NO,Recycling bins,YES,YES,NA,REPLACED,2003,HOT WATER,NO,YES,NO,YES,YES,8:00AM TO 10:00PM,FIRST FLOOR SOUTH HALLWAY,NO,0,1,2,16,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3N,"ANIMALS MUST BE WELL BEHAVED, CLEAN QUIET AND NOT A NUISANCE NOR HARMFUL TO OTHER OCCUPANTS",YES,GREENWIN CORP.,PRIVATE,REAR OF BUILDING,4156419,NO,NO,NO,215  GOSFORD BLVD ,YES,YES,1974,NO,FREE,07,SINGLE PANE,1974,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
114602,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,13,178,"NOV 26, 2015",NA,NA,NA,FULL REPLACEMENT - MCE,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1971,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,BASEMENT,YES,4,5,2,18,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M2H,NA,YES,TCH,TCHC,BACK OF BUILDING,4156429,NO,NO,NO,5  BRAHMS AVE ,YES,YES,1971,YES,PAID,17,SINGLE PANE,1971,1995,2017,NA,NA,NA,NA,NA,NA,NA,NA
114603,NONE,Indoor exercise room,YES,YES,YES,YES,YES,Not Available,5,68,"JAN 25, 2017",NA,"BIKES, TREADMILLS, ELIPTICALS",NA,NA,ORIGINAL,NO,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1993,HOT WATER,YES,YES,YES,YES,YES,8AM - 10 PM,MAIN FLOOR,NO,10,1,2,8,NO,NO,Surface Parking,M6S,NONE,YES,COMMUNITY FIRST DEVELOPMENTS INC,SOCIAL HOUSING,COMPACTOR ROOM,4152905,NO,YES,NO,93  LAVINIA AVE ,YES,YES,1993,YES,FREE,04,DOUBLE PANE,1993,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114604,NONE,NA,YES,NO,YES,YES,NO,Not Available,3,12,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,"OUTSIDE, BEHIND BUILDING",REPLACED,2010,FORCED AIR GAS,NO,YES,NO,NO,YES,8AM TO 10PM,BASEMENT,YES,0,10,0,2,NO,YES,"Ground Level Garage , Surface Parking",M6A,NA,YES,KNRS PROPERTIES INC,PRIVATE,"OUTSIDE, BEHIND BUILDING",4154501,NO,YES,NO,91  NEPTUNE DR ,NO,NA,NA,NA,UNAVAILABLE,08,DOUBLE PANE,1957,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA
114605,NA,NA,NA,NA,NA,NA,NA, indoor parking spots and  outdoor parking spots,3,11,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M6A,NA,NA,NMR PROPERTIES,PRIVATE,NA,4154502,NA,NA,NA,89  NEPTUNE DR ,NA,NA,NA,NA,NA,08,DOUBLE PANE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114606,NONE,NA,YES,NO,YES,YES,NO,Not Available,3,11,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2023,HOT WATER,NO,YES,NO,NO,YES,7AM-11PM,LOWER LEVEL,YES,0,13,0,6,NO,NO,"Ground Level Garage , Surface Parking",M6A,NA,NO,WJ PROPERTIES,PRIVATE,OUTSIDE,4154516,NO,YES,NO,54  NEPTUNE DR ,NO,NA,NA,NA,FREE,08,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114607,NONE,NA,YES,NO,YES,YES,NO,Not Available,3,12,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUSIDE OPPOSITE ENTRANCE,REPLACED,2015,HOT WATER,NO,YES,NO,NO,YES,9AM-9PM,BASEMENT,NO,0,0,0,4,NO,YES,Surface Parking,M6A,NA,NO,FALCONWIN PROPERTY MNG,PRIVATE,OUSIDE OPPOSITE ENTRANCE,4154522,NO,YES,NO,16  HOTSPUR RD ,NO,NA,NA,NA,UNAVAILABLE,08,DOUBLE PANE,1956,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114608,NONE,NA,YES,YES,YES,NO,NO,10 indoor parking spots and 0 outdoor parking spots,3,33,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,LANEWAY,ORIGINAL,1955,HOT WATER,NO,YES,NO,NO,YES,24,MAIN FLOOR,YES,0,0,0,4,YES,NO,Ground Level Garage,M6C,NA,NO,JENNIC INVESTMENTS INC.,PRIVATE,LANEWAY,4155005,NO,YES,NO,1071  EGLINTON AVE W,NO,NA,NA,NA,UNAVAILABLE,12,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114609,NONE,NA,YES,YES,YES,YES,YES,Not Available,6,130,"AUG 10, 2017",NA,NA,NA,HOIST WAY,REPLACED,YES,NO,Green Bin / Organics,YES,NO,OUTSIDE PARKING LOT,ORIGINAL,1955,HOT WATER,NO,YES,NO,YES,YES,24/7,GROUND  FLOOR,YES,0,72,2,7,NO,YES,"Surface Parking , Parking Deck",M6C,1,YES,MYRIAD PROPERTY MANAGEMENT,PRIVATE,OUTSIDE - PARKING LOT,4155012,NO,YES,NO,440  WINONA DR ,NO,NA,NA,YES,FREE,12,DOUBLE PANE,1955,1996,2017,NA,NA,NA,NA,NA,NA,NA,NA
114610,NONE,NA,YES,NO,YES,NO,NO,0 indoor parking spots and 10 outdoor parking spots,3,30,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,1970,HOT WATER,NO,YES,NO,NO,YES,8AM TO 9PM,BASEMENT,NO,0,10,0,4,NO,NO,"Ground Level Garage , Surface Parking",M6E,SMALL DOGS ONLY,NO,OLYMPIA PROPERTIES INC.,PRIVATE,OUTSIDE,4155017,NO,YES,NO,375  WESTMOUNT AVE ,NO,NA,NA,NA,UNAVAILABLE,09,DOUBLE PANE,1953,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114611,NONE,NA,YES,NO,YES,NO,NO,Not Available,3,29,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,SOUTH WEST OF BUILDING,REPLACED,2001,HOT WATER,NO,YES,NO,NO,YES,7AM-11PM,BASEMENT,YES,0,0,0,10,YES,NO,"Ground Level Garage , Surface Parking",M6E,NA,NO,NA,PRIVATE,SOUTH WEST OF BUILDING,4155019,NO,YES,NO,370  WESTMOUNT AVE ,NO,NA,NA,NA,UNAVAILABLE,09,DOUBLE PANE,1950,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114612,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,9,148,"APR 15, 2016",NA,NA,NA,FULL REPLACEMENT - NORTHERN - TC3200,REPLACED,YES,NO,Unknown,YES,YES,NA,ORIGINAL,1980,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,4,4,2,16,YES,YES,Surface Parking,M8V,NA,YES,TORONTO COMMUNITY HOUSING CORPORATION,TCHC,NA,4155517,NO,NO,NO,2835  LAKE SHORE BLVD W,YES,YES,1980,YES,BOTH,03,DOUBLE PANE,1980,2003,2017,NA,NA,NA,NA,NA,NA,NA,NA
114613,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,11,NA,NA,NA,NA,NA,NA,YES,NO,Green Bin / Organics,YES,NO,BASEMENT ,REPLACED,2012,HOT WATER,YES,YES,NO,YES,YES,24 HOURS,BASEMENT MULTI-PURPOSE ROOM,NO,0,0,0,1,NO,NO,Surface Parking,M8V,BIG DOGS,YES,ALTO PROPERTIES INC.,PRIVATE,BASEMENT,4155519,NO,YES,NO,50  FOURTH ST ,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1958,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114614,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,18,NA,NA,NA,NA,NA,NA,NA,NO,Recycling bins,YES,NO,NA,ORIGINAL,1970,FORCED AIR GAS,NO,YES,NO,NO,YES,7AM-10PM,MAIN FLOOR,NO,0,0,0,4,NO,YES,Surface Parking,M8V,NA,NO,CENTRAL ERIN PROPERTY MANAGEMENT,PRIVATE,AT GARBAGE AREA,4155539,NO,YES,NO,80  TWENTY FIFTH ST ,NO,NA,NA,NA,UNAVAILABLE,03,DOUBLE PANE,1970,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114615,INDIVIDUAL UNITS,"Outdoor pool , Indoor pool , Indoor recreation room , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,2 indoor parking spots and 1 outdoor parking spots,30,501,"MAY 26, 2016",NA,"WEIGHTS, TREADMILL, BIKE ",NA,CAB RETROFIT,REPLACED,YES,YES,Green Bin / Organics,YES,YES,BACK OF THE BUILDING ,ORIGINAL,1972,ELECTRIC,NO,YES,NO,YES,YES,24 HR ,BASEMENT,YES,2,2,5,46,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4P,NA,YES,HOMESTEAD LAND HOLDINGS LIMITED,PRIVATE,BACK OF THE BUILDING ,4156446,NO,YES,NO,140  ERSKINE AVE ,YES,YES,1972,YES,PAID,15,DOUBLE PANE,1972,2008,2017,NA,NA,NA,NA,NA,NA,NA,NA
114616,NONE,NA,YES,YES,YES,NO,NO,Not Available,4,22,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,BESIDE GARBAGE/RECYCLING BINS,REPLACED,1990,HOT WATER,NO,YES,NO,NO,YES,8AM TO 10PM,BASEMENT LEVEL,YES,0,0,0,4,NO,YES,"Underground Garage , Surface Parking",M9A,AS PER BY-LAWS,YES,LAW PROPERTY MANAGEMENT,PRIVATE,BESIDE GARBAGE BINS,4156448,NO,YES,NO,310  THE KINGSWAY  ,NO,NA,NA,NA,UNAVAILABLE,02,DOUBLE PANE,1954,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114617,NONE,"Indoor recreation room , Outdoor rec facilities",YES,YES,YES,YES,YES,10 indoor parking spots and 0 outdoor parking spots,6,48,"APR 24, 2023",N/A,N/A,SMALL GARDEN ON THE 1ST FLOOR AT THE BACK ENTRANCE,ELEVATOR MODERNIZATION,REPLACED,YES,YES,Green Bin / Organics,YES,YES,PARKING GARAGE,ORIGINAL,1992,ELECTRIC,YES,YES,YES,YES,YES,24/7,1ST FLOOR,NO,3,4,2,6,YES,NO,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M1H,N/A,YES,COMMUNITY FIRST DEVELOPMENTS INC,SOCIAL HOUSING,GARBAGE CHUTE EACH FLOOR AND UNDERGROUND GARAGE,4156469,NO,NO,NO,3379  LAWRENCE AVE E,YES,YES,1992,YES,FREE,24,DOUBLE PANE,1992,2022,2018,NA,NA,NA,NA,NA,NA,NA,NA
114618,NONE,NA,YES,YES,YES,YES,NO,0 indoor parking spots and 14 outdoor parking spots,4,76,"JAN 6, 2017",NA,NA,NA,ALL PARTS,REPLACED,NA,NO,Recycling bins,YES,YES,NA,REPLACED,1996,HOT WATER,NO,YES,NO,NO,YES,ALL HOURS,3RD FLOOR,YES,0,0,1,6,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M3M,MUST BE LICENSED,YES,GOLD SEAL MANAGEMENT INC.,PRIVATE,TOTES IN THE BREEZEWAY,4156484,NO,YES,NO,35  BROOKWELL DR ,YES,YES,1965,YES,UNAVAILABLE,06,THERMAL,1965,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
114619,INDIVIDUAL UNITS,"Outdoor pool , Outdoor rec facilities",YES,YES,YES,YES,NO,Not Available,3,12,NA,NA,NA,CENTRAL PLAYGROUND NEAR POOL,NA,NA,NA,NO,Recycling bins,YES,NO,NA,REPLACED,1975,ELECTRIC,NO,YES,NO,NO,YES,24/7,BASEMENT,NO,0,0,0,2,NO,YES,Surface Parking,M1B,NA,YES,MORGUARD RESIDENTIAL,PRIVATE,WASTE HUT #2,4156491,NO,YES,NO,45  GENERATION BLVD ,NO,NA,NA,NA,BOTH,25,DOUBLE PANE,1975,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114620,NONE,NA,YES,YES,YES,YES,YES,Not Available,10,132,"FEB 2, 2017",NA,NA,NA,FULL REPLACEMENT - MCE,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1972,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,BASEMENT,YES,4,5,2,22,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M6S,NA,YES,TCH,TCHC,BACK OF BUILDING,4156016,NO,NO,NO,3735  DUNDAS ST W,YES,YES,1972,YES,PAID,04,SINGLE PANE,1972,1999,2017,NA,NA,NA,NA,NA,NA,NA,NA
114621,NONE,NA,YES,YES,YES,YES,YES,Not Available,9,101,"SEP 1, 2017",NA,NA,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,FRONT OF BUILDING,REPLACED,2012,HOT WATER,NO,YES,NO,YES,YES,8:00AM TO 10:00PM ,BASEMENT,YES,1,1,2,10,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1K,NA,YES,CAPREIT,PRIVATE,FRONT OF BUILDING,4152687,NO,YES,NO,2283  EGLINTON AVE E,YES,YES,1964,YES,FREE,20,DOUBLE PANE,1964,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114622,NONE,NA,YES,YES,YES,YES,NO,Not Available,6,79,"JUN 21, 2005",NA,NA,NA,ELEVATOR RETROFIT,REPLACED,NA,NO,Green Bin / Organics,YES,NO,AT END OF PARKING LOT,REPLACED,2010,HOT WATER,NO,YES,NO,NO,YES,9:00A.M.-9:00P.M.,1ST FLOOR,YES,0,0,1,4,YES,YES,Surface Parking,M1K,NA,YES,709 KENNEDY HOLDINGS,PRIVATE,AT END OF PARKING LOT,4152690,NO,NO,NO,709  KENNEDY RD ,YES,YES,1958,YES,UNAVAILABLE,20,DOUBLE PANE,1958,2005,2017,NA,NA,NA,NA,NA,NA,NA,NA
114623,NONE,"Outdoor pool , Indoor recreation room",NO,YES,YES,YES,NO,0 indoor parking spots and 0 outdoor parking spots,9,110,"JUL 14, 2017",NA,NA,NA,NA,ORIGINAL,NO,NO,Recycling bins,YES,YES,NA,REPLACED,2015,HOT WATER,NO,YES,NO,YES,YES,24 HOURS ,BASEMENT ,YES,0,1,2,10,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1K,NA,YES,NORTHVIEW APARTMENT REIT,PRIVATE,BACK OF BUILDING ,4152692,NO,YES,NO,1  ROSEMOUNT DR ,YES,YES,2015,YES,FREE,21,DOUBLE PANE,1972,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114624,NONE,NA,YES,NO,YES,YES,NO,Not Available,5,33,"JUL 7, 2017",NA,NA,NA,COMPLETE ELEVATOR MODERNIZATION,REPLACED,NA,NO,Recycling bins,YES,NO,NA,REPLACED,2005,HOT WATER,NO,YES,NO,NO,YES,24 HRS,FIRST FLOOR,NO,0,0,1,8,YES,YES,"Carport , Surface Parking",M1K,NA,YES,MONTEREY PARK INC.,PRIVATE,SCREENED ENCLOSURE,4152705,NO,YES,NO,815  KENNEDY RD ,NO,NA,NA,YES,PAID,21,DOUBLE PANE,1969,2017,2017,NA,NA,NA,NA,NA,NA,NA,NA
114625,NONE,NA,YES,YES,YES,NO,NO,Not Available,3,21,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,REAR OF BULDING,REPLACED,1999,FORCED AIR GAS,NO,YES,NO,NO,YES,8 AM TO 10 PM,BASEMENT,NO,0,21,0,4,NO,YES,"Ground Level Garage , Surface Parking",M6L,NA,YES,NA,PRIVATE,REAR OF BUILDING,4154318,NO,YES,NO,2643  KEELE ST ,NO,NA,NA,NA,UNAVAILABLE,05,DOUBLE PANE,1955,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114626,CENTRAL AIR,Outdoor rec facilities,YES,YES,YES,YES,NO,0 indoor parking spots and 12 outdoor parking spots,4,32,"JUN 15, 2016",NA,NA,IT IS ON THE EAST OF THE BUILDING AND IT IS A BARBEQUE AREA FOR THE RESIDENTS,COMPLETE MODERNIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,NO,GARBAGE STORAGE AREA ON THE OUTSIDE OF THE BUILDING IN THE PARKING LOT,REPLACED,2016,FORCED AIR GAS,NO,YES,NO,YES,YES,24 HOURS 7 DAYS A WEEK,MAIN FLOOR OF THE BUILDING ON THE SOOUTH SIDE,YES,0,1,1,8,YES,YES,"Ground Level Garage , Surface Parking",M6L,NA,YES,AMG APARTMENTS INC,PRIVATE,GARBAGE STORAGE AREA ON THE OUTSIDE OF THE BUILDING IN THE PARKING LOT,4154324,NO,YES,YES,1809  LAWRENCE AVE W,NO,NA,NA,YES,FREE,05,DOUBLE PANE,1961,2016,2017,NA,NA,NA,NA,NA,NA,NA,NA
114627,NONE,NA,YES,YES,YES,YES,NO,Not Available,3,28,NA,NA,NA,NA,NA,NA,NA,NO,Green Bin / Organics,YES,NO,FRONT OF THE BUILDING ,REPLACED,2000,HOT WATER,NO,YES,NO,NO,YES,9:00 AM TO 9:00 PM,FIRST FLOOR,YES,0,1,0,5,NO,NO,Surface Parking,M9N,NA,YES,NA,PRIVATE,FRONT OF THE BUILDING,4154325,NO,YES,NO,1605  JANE ST ,NO,NA,NA,NA,FREE,05,DOUBLE PANE,1958,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114628,NONE,"Indoor exercise room , Sauna",YES,YES,YES,YES,YES,Not Available,16,164,"MAY 1, 2017",NA,TREADMILL AND CLIMBER,NA,NA,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,EXTERIOR,REPLACED,2007,HOT WATER,NO,YES,NO,YES,YES,8:00 A.M. TO 11:00 P.M.,BASEMENT,YES,0,3,3,12,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M2J,NA,YES,R A B PROPERTIES LIMITED,PRIVATE,EXTERIOR,4154835,NO,YES,NO,8  GODSTONE RD ,YES,YES,1965,YES,FREE,17,DOUBLE PANE,1965,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA
114629,NONE,Outdoor pool,YES,YES,YES,YES,NO,51 indoor parking spots and 0 outdoor parking spots,14,189,"OCT 19, 2016",NA,NA,NA,COMPLETE MODERNIZATION,REPLACED,YES,NO,Green Bin / Organics,YES,YES,AT THE BACK OF THE BUILDING,ORIGINAL,1968,HOT WATER,YES,YES,NO,YES,YES,8:00 AM TO 10:00 PM,BASEMENT,YES,0,10,3,20,NO,NO,"Underground Garage , Garage accessible thru buildg , Surface Parking",M2K,UNDER 25 LBS,YES,SCHICKEDANZ BROS. PROPERTIES,PRIVATE,AT THE BACK OF THE BUILDING,4154845,NO,YES,NO,50  RUDDINGTON DR ,YES,YES,1968,YES,FREE,17,DOUBLE PANE,1968,2012,2017,NA,NA,NA,NA,NA,NA,NA,NA
114630,NONE,Outdoor pool,YES,YES,YES,YES,NO,0 indoor parking spots and 5 outdoor parking spots,10,122,"JUL 28, 2015",NA,NA,NA,"NEW MACHINES - HOIST CABLES, DOOR RESTRICTORS, NEW HALL/CAR STATIONS, EMERGENCY PHONES, MACHINE GOVERNORS, DOOR DETECTORS",REPLACED,YES,NO,Green Bin / Organics,YES,NO,INSIDE A SEPARATE ACROSS ,REPLACED,1989,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,GROUND FLOOR,NO,0,4,2,10,YES,YES,"Underground Garage , Ground Level Garage , Surface Parking , Parking Deck",M9A,NA,YES,PRINCESS MANAGEMENT,PRIVATE,INSIDE A SEPARATE BUILDING ACROSS,4155337,NO,YES,NO,1137  ROYAL YORK RD ,YES,YES,1963,YES,FREE,02,SINGLE PANE,1963,2009,2017,NA,NA,NA,NA,NA,NA,NA,NA
