entrance_accessibility,inaccessible_units,accessible_units,percent_accessible,year_built,year_of_replacement,property_type,ward
NO,41,0,0,1970,NA,PRIVATE,03
YES,220,0,0,1971,2017,PRIVATE,22
NO,32,0,0,1938,NA,PRIVATE,12
NO,36,0,0,1949,NA,PRIVATE,14
NO,216,0,0,1979,2014,PRIVATE,13
YES,75,1,1.3157894736842104,1962,2016,PRIVATE,05
NO,287,0,0,1970,NA,PRIVATE,17
NO,39,0,0,1987,NA,SOCIAL HOUSING,04
YES,24,0,0,1989,NA,SOCIAL HOUSING,11
NO,102,0,0,1996,NA,PRIVATE,12
NO,39,0,0,1960,NA,PRIVATE,05
NO,17,0,0,1958,NA,PRIVATE,05
NO,146,0,0,1973,NA,PRIVATE,05
YES,0,122,100,1965,2018,PRIVATE,04
YES,22,0,0,1971,NA,PRIVATE,20
YES,0,201,100,1967,2006,PRIVATE,20
NO,255,0,0,1969,2016,PRIVATE,20
YES,95,10,9.523809523809524,1941,NA,PRIVATE,15
NO,15,1,6.25,1958,NA,PRIVATE,15
NO,44,0,0,1954,NA,PRIVATE,15
NO,31,0,0,1954,NA,PRIVATE,07
NO,10,0,0,1950,NA,PRIVATE,06
YES,280,3,1.0600706713780919,1974,1993,TCHC,18
NO,391,0,0,1966,NA,PRIVATE,18
YES,0,118,100,1970,2010,PRIVATE,18
YES,0,265,100,1963,2016,PRIVATE,18
YES,1,62,98.4126984126984,1960,2010,PRIVATE,05
YES,196,0,0,1965,2012,PRIVATE,11
YES,244,2,0.8130081300813009,1969,1989,TCHC,05
NO,100,0,0,1962,NA,PRIVATE,24
YES,224,0,0,1968,2016,PRIVATE,24
YES,0,114,100,1975,NA,PRIVATE,24
NO,264,0,0,1976,2016,PRIVATE,24
YES,344,1,0.2898550724637681,1974,2017,TCHC,25
YES,60,0,0,1994,2017,SOCIAL HOUSING,24
NO,40,0,0,1960,NA,PRIVATE,06
NO,61,0,0,1977,NA,PRIVATE,06
NO,61,0,0,1967,2007,PRIVATE,06
NO,60,0,0,1967,NA,PRIVATE,07
NO,32,0,0,1950,NA,PRIVATE,12
YES,134,2,1.4705882352941175,1972,NA,PRIVATE,01
YES,201,3,1.4705882352941175,1994,2016,TCHC,01
YES,175,3,1.6853932584269662,1993,2014,TCHC,03
NO,29,0,0,1970,NA,PRIVATE,03
NO,13,0,0,1957,NA,PRIVATE,03
NO,22,0,0,1977,NA,PRIVATE,02
NO,130,0,0,1960,2011,PRIVATE,01
YES,200,4,1.9607843137254901,1974,2014,TCHC,05
NO,88,0,0,1978,NA,PRIVATE,22
NO,162,0,0,1963,2013,PRIVATE,12
NO,31,0,0,1955,NA,PRIVATE,12
YES,48,0,0,1962,2015,PRIVATE,15
NO,54,0,0,1965,2009,PRIVATE,15
NO,224,0,0,1970,2013,PRIVATE,15
YES,183,2,1.0810810810810811,1983,2013,TCHC,15
NO,11,0,0,1975,NA,PRIVATE,08
NO,12,0,0,1957,NA,PRIVATE,08
NO,39,0,0,1960,2015,PRIVATE,08
NO,24,0,0,1960,NA,PRIVATE,08
YES,167,3,1.7647058823529411,1970,2009,PRIVATE,11
YES,455,51,10.079051383399209,2019,NA,PRIVATE,10
NO,11,0,0,1962,NA,PRIVATE,20
NO,37,0,0,1964,NA,PRIVATE,20
NO,11,0,0,1956,NA,PRIVATE,20
NO,11,0,0,1956,NA,PRIVATE,20
YES,9,1,10,1964,NA,PRIVATE,07
NO,144,0,0,1968,NA,PRIVATE,07
YES,0,170,100,1960,2009,PRIVATE,18
NO,26,0,0,1958,NA,PRIVATE,03
NO,32,0,0,1953,NA,PRIVATE,03
NO,50,0,0,1954,NA,PRIVATE,03
YES,22,1,4.3478260869565215,1959,NA,PRIVATE,03
NO,23,0,0,1953,NA,PRIVATE,03
NO,23,0,0,1965,NA,PRIVATE,03
YES,26,0,0,1959,2007,PRIVATE,03
NO,21,0,0,1949,NA,PRIVATE,03
NO,18,0,0,1949,NA,PRIVATE,03
YES,0,63,100,1993,NA,SOCIAL HOUSING,03
NO,60,0,0,1965,NA,PRIVATE,03
NO,29,0,0,1947,NA,PRIVATE,03
NO,22,0,0,1956,NA,PRIVATE,03
NO,207,0,0,1967,1991,PRIVATE,06
YES,58,0,0,1955,NA,PRIVATE,08
NO,38,0,0,1960,NA,PRIVATE,12
YES,17,0,0,1957,NA,PRIVATE,20
NO,24,0,0,1970,NA,PRIVATE,20
NO,15,0,0,1949,NA,PRIVATE,20
YES,71,5,6.578947368421052,1900,NA,SOCIAL HOUSING,13
NO,60,0,0,1965,2007,PRIVATE,12
NO,34,0,0,1960,2018,PRIVATE,12
NO,32,0,0,1955,2016,PRIVATE,12
NO,28,0,0,1950,NA,PRIVATE,12
NO,126,0,0,1968,2010,PRIVATE,02
NO,238,0,0,1979,2015,PRIVATE,23
NO,121,0,0,1960,2005,PRIVATE,05
NO,18,0,0,1982,NA,SOCIAL HOUSING,12
NO,37,0,0,1969,NA,PRIVATE,22
NO,149,0,0,1961,2013,PRIVATE,08
NO,26,0,0,1958,2007,PRIVATE,08
NO,24,0,0,1934,NA,PRIVATE,12
NO,22,0,0,1948,NA,PRIVATE,12
NO,52,0,0,1941,NA,PRIVATE,12
YES,0,55,100,1965,2014,PRIVATE,03
NO,23,0,0,1955,NA,PRIVATE,03
NO,14,0,0,1940,NA,PRIVATE,20
YES,84,0,0,1963,NA,PRIVATE,21
YES,179,0,0,1978,2014,SOCIAL HOUSING,21
YES,95,2,2.0618556701030926,1968,2017,TCHC,20
YES,195,1,0.5102040816326531,1971,1999,TCHC,21
YES,178,2,1.1111111111111112,1969,NA,TCHC,24
NO,14,0,0,1950,NA,PRIVATE,02
YES,0,72,100,1959,2010,PRIVATE,15
YES,148,1,0.6711409395973155,1969,NA,PRIVATE,15
YES,51,1,1.9230769230769231,1954,2003,TCHC,12
NO,145,0,0,1968,NA,PRIVATE,12
YES,188,0,0,1964,2006,PRIVATE,15
NO,37,0,0,1956,NA,PRIVATE,15
YES,131,1,0.7575757575757576,1995,NA,TCHC,06
NO,10,0,0,1958,NA,PRIVATE,06
NO,40,0,0,1952,NA,PRIVATE,06
NO,33,0,0,1952,NA,PRIVATE,06
NO,11,0,0,1955,NA,PRIVATE,06
YES,0,30,100,1958,NA,PRIVATE,06
NO,24,0,0,1960,NA,PRIVATE,03
NO,24,0,0,1956,NA,PRIVATE,03
NO,38,0,0,1962,NA,PRIVATE,03
NO,31,0,0,1940,NA,PRIVATE,08
YES,0,171,100,1960,2009,PRIVATE,17
NO,16,0,0,1952,NA,PRIVATE,20
YES,201,0,0,1969,2013,PRIVATE,04
NO,36,0,0,1955,NA,PRIVATE,21
NO,35,0,0,1960,NA,PRIVATE,21
NO,10,0,0,1960,NA,PRIVATE,07
YES,135,3,2.1739130434782608,1969,2015,PRIVATE,07
NO,113,0,0,1971,2009,PRIVATE,07
NO,40,0,0,1950,2013,PRIVATE,16
NO,30,0,0,1964,NA,PRIVATE,03
NO,11,0,0,1960,NA,PRIVATE,08
YES,233,0,0,1974,2011,PRIVATE,02
NO,284,0,0,1966,2010,PRIVATE,10
YES,256,1,0.38910505836575876,1968,2007,TCHC,10
YES,86,0,0,1961,2008,TCHC,11
YES,96,1,1.0309278350515463,1983,2012,TCHC,13
YES,87,0,0,1952,NA,PRIVATE,08
YES,51,2,3.7735849056603774,1985,2017,TCHC,08
NO,72,0,0,1929,2006,PRIVATE,13
YES,130,8,5.797101449275362,1995,NA,SOCIAL HOUSING,13
YES,0,104,100,1965,2014,PRIVATE,08
NO,18,0,0,1950,NA,PRIVATE,12
YES,335,5,1.4705882352941175,1970,2009,TCHC,13
NO,118,0,0,1966,NA,PRIVATE,13
YES,46,4,8,1900,1997,SOCIAL HOUSING,13
NO,45,0,0,1928,NA,PRIVATE,13
NO,305,0,0,1966,2013,PRIVATE,19
YES,154,10,6.097560975609756,1994,NA,SOCIAL HOUSING,19
NO,26,0,0,1953,NA,PRIVATE,03
YES,141,9,6,1982,NA,SOCIAL HOUSING,23
NO,12,0,0,1960,NA,PRIVATE,08
YES,225,0,0,1974,2011,PRIVATE,08
YES,48,0,0,1958,2015,PRIVATE,08
YES,100,24,19.35483870967742,1960,2015,PRIVATE,12
NO,46,0,0,1930,NA,PRIVATE,09
NO,29,0,0,1952,NA,PRIVATE,09
NO,12,0,0,1958,NA,PRIVATE,03
NO,25,0,0,1955,NA,PRIVATE,03
NO,23,0,0,1957,NA,PRIVATE,03
NO,97,0,0,1963,2011,PRIVATE,03
NO,97,0,0,1963,2011,PRIVATE,03
NO,73,0,0,1960,NA,PRIVATE,01
YES,134,0,0,1976,NA,PRIVATE,20
NO,164,0,0,1965,2001,PRIVATE,16
NO,133,0,0,1978,NA,PRIVATE,22
NO,29,0,0,1960,NA,PRIVATE,09
NO,22,0,0,1958,NA,PRIVATE,05
NO,43,0,0,1955,NA,PRIVATE,05
NO,37,0,0,1951,NA,PRIVATE,05
YES,184,1,0.5405405405405406,1972,2016,TCHC,24
YES,459,1,0.21739130434782608,1968,2017,TCHC,11
YES,114,1,0.8695652173913043,1996,2016,TCHC,10
YES,24,1,4,1961,2014,TCHC,13
YES,80,1,1.2345679012345678,1960,NA,TCHC,14
NO,56,0,0,1964,2009,PRIVATE,16
NO,56,0,0,1964,2002,PRIVATE,16
YES,74,0,0,2010,NA,PRIVATE,17
YES,0,179,100,2013,NA,PRIVATE,10
YES,153,2,1.2903225806451613,2010,NA,PRIVATE,15
NO,26,0,0,1930,NA,PRIVATE,15
NO,41,0,0,1973,NA,PRIVATE,14
YES,37,4,9.75609756097561,1992,NA,SOCIAL HOUSING,14
YES,91,0,0,2009,NA,PRIVATE,11
NO,59,0,0,1960,2016,PRIVATE,08
NO,36,0,0,1959,NA,PRIVATE,21
NO,39,0,0,1961,2017,PRIVATE,21
NO,92,0,0,1965,2010,PRIVATE,21
NO,10,0,0,1958,NA,PRIVATE,20
NO,91,0,0,1968,2007,PRIVATE,20
NO,43,0,0,1965,2018,PRIVATE,05
NO,53,0,0,1963,2018,PRIVATE,05
NO,12,0,0,1954,NA,PRIVATE,05
NO,0,22,100,1958,NA,PRIVATE,16
NO,49,0,0,1960,NA,PRIVATE,16
NO,218,0,0,1965,2015,PRIVATE,16
NO,298,0,0,1970,NA,PRIVATE,16
YES,0,42,100,1959,NA,PRIVATE,03
NO,23,0,0,1960,NA,PRIVATE,02
NO,38,0,0,1953,NA,PRIVATE,02
NO,24,0,0,1958,NA,PRIVATE,02
NO,79,0,0,1960,2017,PRIVATE,13
NO,15,0,0,1956,NA,PRIVATE,19
NO,212,0,0,1960,2000,PRIVATE,13
YES,417,2,0.47732696897374705,1975,2020,PRIVATE,13
NO,82,0,0,1965,2007,PRIVATE,13
YES,27,9,25,1988,NA,SOCIAL HOUSING,14
YES,56,5,8.19672131147541,1992,NA,SOCIAL HOUSING,19
YES,0,82,100,1965,NA,PRIVATE,14
NO,171,0,0,1986,2012,PRIVATE,04
YES,331,0,0,1969,2007,PRIVATE,04
YES,23,1,4.166666666666666,1929,NA,PRIVATE,04
YES,16,0,0,1992,NA,SOCIAL HOUSING,13
NO,16,0,0,1891,NA,SOCIAL HOUSING,13
NO,38,0,0,1931,NA,PRIVATE,13
NO,48,0,0,1934,NA,PRIVATE,13
YES,54,0,0,1965,NA,PRIVATE,04
NO,37,0,0,1957,2007,PRIVATE,04
YES,54,0,0,1960,2009,PRIVATE,15
YES,24,1,4,1930,NA,PRIVATE,12
YES,143,17,10.625,1984,2014,SOCIAL HOUSING,08
NO,26,0,0,1954,NA,PRIVATE,08
NO,26,0,0,1954,NA,PRIVATE,08
NO,15,0,0,1960,NA,PRIVATE,08
YES,0,28,100,1960,NA,PRIVATE,03
YES,189,1,0.5263157894736842,1970,1997,TCHC,21
YES,108,2,1.8181818181818181,2010,NA,TCHC,13
YES,14,1,6.666666666666667,1970,NA,TCHC,24
YES,265,0,0,1979,2013,PRIVATE,13
YES,148,0,0,1965,NA,PRIVATE,12
NO,65,0,0,1970,2015,PRIVATE,15
NO,26,0,0,1953,NA,PRIVATE,08
NO,33,0,0,1960,NA,PRIVATE,06
YES,0,31,100,1958,NA,PRIVATE,06
NO,35,0,0,1969,2004,PRIVATE,06
NO,13,0,0,1965,NA,PRIVATE,06
NO,10,0,0,1959,NA,PRIVATE,06
YES,84,1,1.1764705882352942,1970,2003,PRIVATE,06
NO,132,0,0,1965,2008,PRIVATE,06
NO,37,0,0,1951,NA,PRIVATE,05
YES,28,0,0,1957,2016,PRIVATE,05
NO,30,0,0,1957,NA,PRIVATE,05
NO,54,0,0,1950,NA,PRIVATE,05
NO,45,0,0,1960,NA,PRIVATE,05
NO,10,0,0,1960,NA,PRIVATE,05
YES,160,4,2.4390243902439024,1970,2017,TCHC,07
YES,73,3,3.9473684210526314,1967,2016,TCHC,05
YES,29,1,3.3333333333333335,1957,NA,TCHC,08
YES,29,1,3.3333333333333335,1957,NA,TCHC,08
NO,17,0,0,1900,NA,PRIVATE,11
YES,0,118,100,1970,2011,PRIVATE,14
YES,150,8,5.063291139240507,1994,NA,SOCIAL HOUSING,21
NO,14,0,0,1952,NA,PRIVATE,02
YES,571,0,0,1969,2012,PRIVATE,13
NO,96,0,0,1957,NA,PRIVATE,21
YES,170,1,0.5847953216374269,1972,2010,TCHC,07
YES,1,25,96.15384615384616,1945,NA,PRIVATE,09
NO,71,0,0,1960,2017,PRIVATE,21
NO,18,0,0,1960,NA,PRIVATE,21
NO,39,0,0,1955,2014,PRIVATE,05
NO,11,0,0,1953,NA,PRIVATE,05
NO,33,0,0,1960,NA,PRIVATE,05
NO,30,0,0,1959,NA,PRIVATE,05
NO,218,0,0,1965,1986,PRIVATE,17
YES,133,1,0.7462686567164178,1966,2014,PRIVATE,17
YES,173,1,0.5747126436781609,1970,NA,PRIVATE,17
NO,179,0,0,1966,2013,PRIVATE,17
NO,29,0,0,1931,NA,PRIVATE,04
YES,136,0,0,1976,2008,SOCIAL HOUSING,04
YES,67,0,0,1955,NA,PRIVATE,04
NO,381,0,0,1969,NA,PRIVATE,13
NO,568,0,0,1969,2013,PRIVATE,13
NO,41,0,0,1948,NA,PRIVATE,13
NO,287,0,0,1968,2001,PRIVATE,14
NO,39,0,0,1929,NA,PRIVATE,14
NO,21,0,0,1960,NA,PRIVATE,14
NO,33,1,2.941176470588235,1988,NA,SOCIAL HOUSING,14
NO,25,0,0,1970,NA,PRIVATE,04
NO,68,0,0,1973,2022,PRIVATE,04
YES,72,0,0,1957,NA,PRIVATE,04
NO,32,0,0,1968,NA,PRIVATE,04
YES,43,2,4.444444444444445,1994,NA,SOCIAL HOUSING,14
NO,31,0,0,1922,NA,PRIVATE,14
NO,29,0,0,1920,NA,PRIVATE,19
NO,44,0,0,1960,NA,PRIVATE,19
